Portfolio Name,Branch Name,Branch Code,Entity Code,Entity Name,Portfolio Code,Folder Code,Folder Name,Counterparty,Instrument,ccy1,ccy2,Pair,Spot Rate,Trade Date,Vaule Date,Maturity Date,Amount1 ccy1,Amount2 ccy2,Market Value(USD)
Derivatives6,Argentina,ARG,SAMR,SOUTH AMERICA,Port_FXS2,Fold_FXSWAPS2,FXSWAPS2,Bank of America,FXS,USD,EUR,USD/EUR,1.34,12/08/16,14/07/20,13/11/20,85000000,-63432835.82,85000000
Derivatives6,Argentina,ARG,SAMR,SOUTH AMERICA,Port_FXS2,Fold_FXSWAPS2,FXSWAPS2,National Commercial Bank,FXS,SAR,USD,SAR/USD,1.5,12/08/16,14/07/20,13/11/20,-29000000,43500000,43500000
Derivatives6,Argentina,ARG,SAMR,SOUTH AMERICA,Port_FXS2,Fold_FXSWAPS2,FXSWAPS2,Bank of America,FXS,USD,EUR,USD/EUR,1.34,12/08/16,14/07/20,13/11/20,85000000,-63432835.82,85000000
Derivatives6,Argentina,ARG,SAMR,SOUTH AMERICA,Port_FXS2,Fold_FXSWAPS2,FXSWAPS2,National Commercial Bank,FXS,SAR,USD,SAR/USD,1.5,12/08/16,14/07/20,15/06/24,-29000000,43500000,43500000
Derivatives6,Argentina,ARG,SAMR,SOUTH AMERICA,Port_FXS2,Fold_FXSWAPS2,FXSWAPS2,Bank of America,FXS,USD,EUR,USD/EUR,1.34,12/08/16,14/07/20,15/06/24,85000000,-63432835.82,85000000
Derivatives6,Argentina,ARG,SAMR,SOUTH AMERICA,Port_FXS2,Fold_FXSWAPS2,FXSWAPS2,National Commercial Bank,FXS,SAR,USD,SAR/USD,1.5,12/08/16,14/07/20,15/06/24,-29000000,43500000,43500000
Derivatives6,Argentina,ARG,SAMR,SOUTH AMERICA,Port_FXS2,Fold_FXSWAPS2,FXSWAPS2,Bank of America,FXS,USD,EUR,USD/EUR,1.34,12/08/16,14/07/20,19/08/19,85000000,-63432835.82,85000000
Derivatives6,Argentina,ARG,SAMR,SOUTH AMERICA,Port_FXS2,Fold_FXSWAPS2,FXSWAPS2,National Commercial Bank,FXS,SAR,USD,SAR/USD,1.5,12/08/16,14/07/20,19/08/19,-29000000,43500000,43500000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,01/08/16,01/03/18,25/02/20,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Government of India,FXS,EUR,USD,EUR/USD,1.4,01/08/16,01/03/18,10/12/17,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,01/08/16,01/03/18,10/12/17,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,J.P. Morgan Chase,FXS,EUR,USD,EUR/USD,1.4,01/08/16,01/03/18,10/12/17,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,02/08/16,01/03/18,13/11/20,10000000,-6250000,-6250000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Harrods Group,FXS,EUR,USD,EUR/USD,1.4,02/08/16,01/03/18,13/11/20,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,02/08/16,12/08/16,13/11/20,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Government of India,FXS,EUR,USD,EUR/USD,1.4,02/08/16,12/08/16,13/11/20,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,03/08/16,12/08/16,15/06/24,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Harrods Group,FXS,EUR,USD,EUR/USD,1.4,03/08/16,12/08/16,10/12/17,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,03/08/16,01/03/18,10/12/17,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Harrods Group,FXS,EUR,USD,EUR/USD,1.4,03/08/16,01/03/18,10/12/17,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,04/08/16,01/03/18,10/12/17,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Government of India,FXS,EUR,USD,EUR/USD,1.4,05/08/16,01/03/18,13/11/20,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,08/08/16,01/03/18,13/11/20,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Harrods Group,FXS,EUR,USD,EUR/USD,1.4,09/08/16,01/03/18,25/02/20,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,10/08/16,01/03/18,10/12/17,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Semex,FXS,EUR,USD,EUR/USD,1.4,10/08/16,01/03/18,10/12/17,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,10/08/16,01/03/18,10/12/17,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Semex,FXS,EUR,USD,EUR/USD,1.4,10/08/16,01/03/18,13/11/20,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,11/08/16,01/03/18,25/02/20,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Government of India,FXS,EUR,USD,EUR/USD,1.4,11/08/16,01/03/18,10/12/17,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,11/08/16,14/07/20,10/12/17,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Harrods Group,FXS,EUR,USD,EUR/USD,1.4,12/08/16,14/07/20,10/12/17,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,12/08/16,14/07/20,13/11/20,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,ING UK,FXS,EUR,USD,EUR/USD,1.4,12/08/16,14/07/20,13/11/20,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,12/08/16,14/07/20,13/11/20,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Government of India,FXS,EUR,USD,EUR/USD,1.4,12/08/16,14/07/20,15/06/24,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,12/08/16,14/07/20,15/06/24,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Harrods Group,FXS,EUR,USD,EUR/USD,1.4,12/08/16,14/07/20,15/06/24,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Bank of America,FXS,USD,EUR,USD/EUR,1.6,12/08/16,14/07/20,15/06/24,10000000,-6250000,10000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS1,FXSWAPS1,Harrods Group,FXS,EUR,USD,EUR/USD,1.4,12/08/16,14/07/20,19/08/19,65000000,-91000000,-91000000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,Government of India,FXS,EUR,USD,EUR/USD,1.34,01/08/16,01/03/18,10/12/17,35000000,3929234,3929234
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,01/08/16,01/03/18,10/12/17,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,ING UK,FXS,EUR,USD,EUR/USD,1.34,01/08/16,01/03/18,10/12/17,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,02/08/16,01/03/18,10/12/17,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,Harrods Group,FXS,EUR,USD,EUR/USD,1.34,02/08/16,01/03/18,13/11/20,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,02/08/16,12/08/16,13/11/20,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,Government of India,FXS,EUR,USD,EUR/USD,1.34,02/08/16,12/08/16,13/11/20,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,02/08/16,12/08/16,15/06/24,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,J.P. Morgan Chase,FXS,EUR,USD,EUR/USD,1.34,03/08/16,12/08/16,25/02/20,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,03/08/16,12/08/16,10/12/17,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,Harrods Group,FXS,EUR,USD,EUR/USD,1.34,03/08/16,01/03/18,10/12/17,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,03/08/16,01/03/18,10/12/17,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,Government of India,FXS,EUR,USD,EUR/USD,1.34,05/08/16,01/03/18,13/11/20,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,05/08/16,01/03/18,13/11/20,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,ING UK,FXS,EUR,USD,EUR/USD,1.34,08/08/16,01/03/18,13/11/20,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,10/08/16,01/03/18,10/12/17,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,ING UK,FXS,EUR,USD,EUR/USD,1.34,10/08/16,01/03/18,10/12/17,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,10/08/16,01/03/18,10/12/17,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,Semex,FXS,EUR,USD,EUR/USD,1.34,10/08/16,01/03/18,10/12/17,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,11/08/16,01/03/18,25/02/20,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,Government of India,FXS,EUR,USD,EUR/USD,1.34,11/08/16,01/03/18,10/12/17,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,11/08/16,14/07/20,10/12/17,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,Harrods Group,FXS,EUR,USD,EUR/USD,1.34,11/08/16,14/07/20,10/12/17,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,12/08/16,14/07/20,13/11/20,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,J.P. Morgan Chase,FXS,EUR,USD,EUR/USD,1.34,12/08/16,14/07/20,13/11/20,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,12/08/16,14/07/20,13/11/20,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,Harrods Group,FXS,EUR,USD,EUR/USD,1.34,12/08/16,14/07/20,13/11/20,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,12/08/16,14/07/20,15/06/24,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,Government of India,FXS,EUR,USD,EUR/USD,1.34,12/08/16,14/07/20,15/06/24,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,12/08/16,14/07/20,15/06/24,80000000,-54800000,-54800000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,J.P. Morgan Chase,FXS,EUR,USD,EUR/USD,1.34,12/08/16,14/07/20,19/08/19,35000000,-46900000,-46900000
Derivatives5,Germany,DEU,EURO,EUROPE,Port_FXS1,Fold_FXSWAPS4,FXRates4,National Commercial Bank,FXS,SAR,USD,SAR/USD,0.685,12/08/16,14/07/20,19/08/19,80000000,-54800000,-54800000
